Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2020,Afghanistan,Afghanistan,AFG,AFG,0,0,2886317,0,0,0,82595
2020,Albania,Afghanistan,ALB,AFG,0,0,0,0,0,0,5
2020,Egypt,Afghanistan,EGY,AFG,34,44,0,0,0,0,0
2020,Argentina,Afghanistan,ARG,AFG,12,0,0,0,0,0,0
2020,Armenia,Afghanistan,ARM,AFG,5,0,0,0,0,0,0
2020,Australia,Afghanistan,AUS,AFG,10659,1761,0,0,0,0,0
2020,Austria,Afghanistan,AUT,AFG,40096,6473,0,0,0,0,0
2020,Azerbaijan,Afghanistan,AZE,AFG,1087,24,0,0,0,0,0
2020,Belgium,Afghanistan,BEL,AFG,4689,4215,0,0,0,0,0
2020,Belarus,Afghanistan,BLR,AFG,222,0,0,0,0,0,0
2020,Brazil,Afghanistan,BRA,AFG,143,173,0,0,0,0,0
2020,"Bosnia and Herzegovina",Afghanistan,BIH,AFG,0,33,0,0,0,0,1842
2020,Bulgaria,Afghanistan,BGR,AFG,244,942,0,0,0,0,0
2020,Canada,Afghanistan,CAN,AFG,2261,507,0,0,0,0,0
2020,China,Afghanistan,CHN,AFG,20,12,0,0,0,0,0
2020,Chile,Afghanistan,CHL,AFG,13,13,0,0,0,0,0
2020,Colombia,Afghanistan,COL,AFG,9,0,0,0,0,0,0
2020,Cuba,Afghanistan,CUB,AFG,28,0,0,0,0,0,0
2020,Cyprus,Afghanistan,CYP,AFG,16,17,0,0,0,0,0
2020,Czechia,Afghanistan,CZE,AFG,39,5,0,0,0,0,0
2020,Denmark,Afghanistan,DNK,AFG,2134,82,0,0,0,0,0
2020,"Dominican Rep.",Afghanistan,DOM,AFG,0,8,0,0,0,0,0
2020,Ecuador,Afghanistan,ECU,AFG,146,5,0,0,0,0,0
2020,Fiji,Afghanistan,FJI,AFG,8,0,0,0,0,0,0
2020,Finland,Afghanistan,FIN,AFG,3331,928,0,0,0,0,0
2020,France,Afghanistan,FRA,AFG,31546,13560,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Afghanistan,GBR,AFG,9351,3227,0,0,0,0,0
2020,Georgia,Afghanistan,GEO,AFG,11,18,0,0,0,0,0
2020,Germany,Afghanistan,DEU,AFG,147994,33103,0,0,0,0,0
2020,Greece,Afghanistan,GRC,AFG,21456,19706,0,0,0,0,0
2020,"China, Hong Kong SAR",Afghanistan,HKG,AFG,10,0,0,0,0,0,0
2020,Croatia,Afghanistan,HRV,AFG,54,351,0,0,0,0,115
2020,Hungary,Afghanistan,HUN,AFG,1503,17,0,0,0,0,0
2020,Iceland,Afghanistan,ISL,AFG,121,5,0,0,0,0,0
2020,India,Afghanistan,IND,AFG,8275,6857,0,0,0,0,0
2020,Indonesia,Afghanistan,IDN,AFG,5863,1739,0,0,0,0,0
2020,Ireland,Afghanistan,IRL,AFG,420,159,0,0,0,0,0
2020,"Iran (Islamic Rep. of)",Afghanistan,IRN,AFG,780000,0,0,0,0,0,0
2020,Iraq,Afghanistan,IRQ,AFG,11,64,0,0,0,0,0
2020,Italy,Afghanistan,ITA,AFG,12096,1339,0,0,0,0,0
2020,Jordan,Afghanistan,JOR,AFG,8,11,0,0,0,0,0
2020,Japan,Afghanistan,JPN,AFG,73,0,0,0,0,0,0
2020,Kazakhstan,Afghanistan,KAZ,AFG,408,198,0,0,0,0,0
2020,Kenya,Afghanistan,KEN,AFG,11,8,0,0,0,0,0
2020,Kyrgyzstan,Afghanistan,KGZ,AFG,219,41,0,0,0,0,0
2020,"Rep. of Korea",Afghanistan,KOR,AFG,42,45,0,0,0,0,0
2020,Kuwait,Afghanistan,KWT,AFG,0,17,0,0,0,0,0
2020,Libya,Afghanistan,LBY,AFG,0,5,0,0,0,0,0
2020,Lebanon,Afghanistan,LBN,AFG,13,7,0,0,0,0,0
2020,Liechtenstein,Afghanistan,LIE,AFG,5,0,0,0,0,0,0
2020,"Sri Lanka",Afghanistan,LKA,AFG,142,25,0,0,0,0,0
2020,Lithuania,Afghanistan,LTU,AFG,230,9,0,0,0,0,0
2020,Luxembourg,Afghanistan,LUX,AFG,317,146,0,0,0,0,0
2020,Latvia,Afghanistan,LVA,AFG,63,5,0,0,0,0,0
2020,Madagascar,Afghanistan,MDG,AFG,10,9,0,0,0,0,0
2020,"North Macedonia",Afghanistan,MKD,AFG,6,6,0,0,0,0,0
2020,"Rep. of Moldova",Afghanistan,MDA,AFG,24,0,0,0,0,0,0
2020,Mexico,Afghanistan,MEX,AFG,5,0,0,0,0,0,0
2020,Malaysia,Afghanistan,MYS,AFG,1517,1153,0,0,0,0,0
2020,Montenegro,Afghanistan,MNE,AFG,0,6,0,0,0,0,0
2020,Mongolia,Afghanistan,MNG,AFG,0,5,0,0,0,0,0
2020,Morocco,Afghanistan,MAR,AFG,5,5,0,0,0,0,0
2020,Nepal,Afghanistan,NPL,AFG,52,0,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Afghanistan,NLD,AFG,5319,497,0,0,0,0,0
2020,Nigeria,Afghanistan,NGA,AFG,5,0,0,0,0,0,0
2020,Norway,Afghanistan,NOR,AFG,4007,65,0,0,0,0,0
2020,Nauru,Afghanistan,NRU,AFG,29,0,0,0,0,0,0
2020,"New Zealand",Afghanistan,NZL,AFG,57,23,0,0,0,0,0
2020,Pakistan,Afghanistan,PAK,AFG,1438432,9668,0,0,0,0,8
2020,Panama,Afghanistan,PAN,AFG,5,6,0,0,0,0,0
2020,Peru,Afghanistan,PER,AFG,0,5,0,0,0,0,0
2020,Philippines,Afghanistan,PHL,AFG,9,0,0,0,0,0,0
2020,"Papua New Guinea",Afghanistan,PNG,AFG,35,0,0,0,0,0,0
2020,Poland,Afghanistan,POL,AFG,92,52,0,0,0,0,0
2020,Portugal,Afghanistan,PRT,AFG,21,30,0,0,0,0,0
2020,Romania,Afghanistan,ROU,AFG,170,1484,0,0,0,0,0
2020,"South Africa",Afghanistan,ZAF,AFG,5,20,0,0,0,0,0
2020,"Russian Federation",Afghanistan,RUS,AFG,770,174,0,0,0,0,0
2020,"Saudi Arabia",Afghanistan,SAU,AFG,0,61,0,0,0,0,0
2020,Spain,Afghanistan,ESP,AFG,468,185,0,0,0,0,0
2020,"Serbia and Kosovo: S/RES/1244 (1999)",Afghanistan,SRB,AFG,27,5,0,0,0,0,2929
2020,Sudan,Afghanistan,SDN,AFG,0,0,0,0,0,0,5
2020,Slovakia,Afghanistan,SVK,AFG,298,0,0,0,0,0,0
2020,Slovenia,Afghanistan,SVN,AFG,56,155,0,0,0,0,0
2020,Sweden,Afghanistan,SWE,AFG,29927,1358,0,0,0,0,0
2020,Switzerland,Afghanistan,CHE,AFG,14523,844,0,0,0,0,0
2020,"Syrian Arab Rep.",Afghanistan,SYR,AFG,1107,40,0,0,0,0,0
2020,Thailand,Afghanistan,THA,AFG,160,18,0,0,0,0,0
2020,Tajikistan,Afghanistan,TJK,AFG,5573,408,0,0,0,0,0
2020,Turkmenistan,Afghanistan,TKM,AFG,14,0,0,0,0,0,0
2020,Türkiye,Afghanistan,TUR,AFG,4219,125104,0,0,0,0,0
2020,"United Arab Emirates",Afghanistan,ARE,AFG,5,25,0,0,0,0,0
2020,Ukraine,Afghanistan,UKR,AFG,822,673,0,0,0,0,0
2020,Uruguay,Afghanistan,URY,AFG,0,7,0,0,0,0,0
2020,"United States of America",Afghanistan,USA,AFG,1592,796,0,0,0,0,0
2020,Uzbekistan,Afghanistan,UZB,AFG,13,0,0,0,0,0,0
2020,"Venezuela (Bolivarian Republic of)",Afghanistan,VEN,AFG,10,0,0,0,0,0,0
2020,Peru,Anguilla,PER,AIA,0,5,0,0,0,0,0
2020,Argentina,Albania,ARG,ALB,18,0,0,0,0,0,0
2020,Australia,Albania,AUS,ALB,45,92,0,0,0,0,0
2020,Austria,Albania,AUT,ALB,60,23,0,0,0,0,0
2020,Belgium,Albania,BEL,ALB,669,400,0,0,0,0,0
2020,Brazil,Albania,BRA,ALB,0,7,0,0,0,0,0
2020,Canada,Albania,CAN,ALB,729,229,0,0,0,0,0
2020,Cyprus,Albania,CYP,ALB,0,5,0,0,0,0,0
2020,Denmark,Albania,DNK,ALB,0,5,0,0,0,0,0
2020,Ecuador,Albania,ECU,ALB,6,0,0,0,0,0,0
2020,Finland,Albania,FIN,ALB,5,7,0,0,0,0,0
2020,France,Albania,FRA,ALB,6229,1721,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Albania,GBR,ALB,3687,8491,0,0,0,0,0
2020,Germany,Albania,DEU,ALB,1272,1460,0,0,0,0,0
2020,Greece,Albania,GRC,ALB,174,1681,0,0,0,0,0
2020,Hungary,Albania,HUN,ALB,5,0,0,0,0,0,0
2020,Iceland,Albania,ISL,ALB,5,0,0,0,0,0,0
2020,Ireland,Albania,IRL,ALB,190,516,0,0,0,0,0
2020,Israel,Albania,ISR,ALB,0,28,0,0,0,0,0
2020,Italy,Albania,ITA,ALB,620,406,0,0,0,0,0
2020,Luxembourg,Albania,LUX,ALB,38,14,0,0,0,0,0
2020,Mexico,Albania,MEX,ALB,8,0,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Albania,NLD,ALB,7,10,0,0,0,0,0
2020,Norway,Albania,NOR,ALB,19,14,0,0,0,0,0
2020,Portugal,Albania,PRT,ALB,0,5,0,0,0,0,0
2020,Spain,Albania,ESP,ALB,0,130,0,0,0,0,0
2020,Sweden,Albania,SWE,ALB,310,206,0,0,0,0,0
2020,Switzerland,Albania,CHE,ALB,113,49,0,0,0,0,0
2020,"United States of America",Albania,USA,ALB,1314,2129,0,0,0,0,0
2020,Argentina,Algeria,ARG,DZA,30,22,0,0,0,0,0
2020,Australia,Algeria,AUS,DZA,8,26,0,0,0,0,0
2020,Austria,Algeria,AUT,DZA,34,123,0,0,0,0,0
2020,Belgium,Algeria,BEL,DZA,70,205,0,0,0,0,0
2020,Brazil,Algeria,BRA,DZA,7,37,0,0,0,0,0
2020,"Bosnia and Herzegovina",Algeria,BIH,DZA,0,5,0,0,0,0,82
2020,Bulgaria,Algeria,BGR,DZA,0,13,0,0,0,0,0
2020,Canada,Algeria,CAN,DZA,592,847,0,0,0,0,0
2020,Cyprus,Algeria,CYP,DZA,8,7,0,0,0,0,0
2020,Czechia,Algeria,CZE,DZA,0,5,0,0,0,0,0
2020,Denmark,Algeria,DNK,DZA,0,16,0,0,0,0,0
2020,Finland,Algeria,FIN,DZA,10,5,0,0,0,0,0
2020,France,Algeria,FRA,DZA,2134,1200,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Algeria,GBR,DZA,336,403,0,0,0,0,0
2020,Germany,Algeria,DEU,DZA,600,1269,0,0,0,0,0
2020,Greece,Algeria,GRC,DZA,116,310,0,0,0,0,0
2020,Croatia,Algeria,HRV,DZA,0,5,0,0,0,0,0
2020,Hungary,Algeria,HUN,DZA,14,0,0,0,0,0,0
2020,Ireland,Algeria,IRL,DZA,64,221,0,0,0,0,0
2020,Italy,Algeria,ITA,DZA,0,127,0,0,0,0,0
2020,Jordan,Algeria,JOR,DZA,0,6,0,0,0,0,0
2020,"Rep. of Korea",Algeria,KOR,DZA,6,207,0,0,0,0,0
2020,Lebanon,Algeria,LBN,DZA,6,7,0,0,0,0,9
2020,Luxembourg,Algeria,LUX,DZA,0,15,0,0,0,0,0
2020,Mexico,Algeria,MEX,DZA,5,0,0,0,0,0,0
2020,Malaysia,Algeria,MYS,DZA,0,8,0,0,0,0,0
2020,Montenegro,Algeria,MNE,DZA,0,10,0,0,0,0,0
2020,Morocco,Algeria,MAR,DZA,9,14,0,0,0,0,0
2020,Malta,Algeria,MLT,DZA,0,28,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Algeria,NLD,DZA,16,343,0,0,0,0,0
2020,Norway,Algeria,NOR,DZA,6,5,0,0,0,0,0
2020,Pakistan,Algeria,PAK,DZA,22,0,0,0,0,0,0
2020,Poland,Algeria,POL,DZA,0,5,0,0,0,0,0
2020,Portugal,Algeria,PRT,DZA,0,9,0,0,0,0,0
2020,Romania,Algeria,ROU,DZA,0,12,0,0,0,0,0
2020,"South Africa",Algeria,ZAF,DZA,5,198,0,0,0,0,0
2020,Spain,Algeria,ESP,DZA,65,1280,0,0,0,0,0
2020,"Serbia and Kosovo: S/RES/1244 (1999)",Algeria,SRB,DZA,0,20,0,0,0,0,0
2020,Slovakia,Algeria,SVK,DZA,0,6,0,0,0,0,0
2020,Slovenia,Algeria,SVN,DZA,0,5,0,0,0,0,0
2020,Sweden,Algeria,SWE,DZA,61,62,0,0,0,0,0
2020,Switzerland,Algeria,CHE,DZA,178,234,0,0,0,0,0
2020,"Syrian Arab Rep.",Algeria,SYR,DZA,5,0,0,0,0,0,0
2020,Tunisia,Algeria,TUN,DZA,9,16,0,0,0,0,0
2020,"United Arab Emirates",Algeria,ARE,DZA,0,0,0,0,0,0,5
2020,Ukraine,Algeria,UKR,DZA,0,9,0,0,0,0,0
2020,"United States of America",Algeria,USA,DZA,155,434,0,0,0,0,0
2020,Brazil,Andorra,BRA,AND,0,5,0,0,0,0,0
2020,Angola,Angola,AGO,AGO,0,0,0,0,0,0,5
2020,Argentina,Angola,ARG,AGO,14,14,0,0,0,0,0
2020,Austria,Angola,AUT,AGO,51,5,0,0,0,0,0
2020,Belgium,Angola,BEL,AGO,88,310,0,0,0,0,0
2020,Botswana,Angola,BWA,AGO,0,0,0,0,0,0,6
2020,Brazil,Angola,BRA,AGO,1150,5177,0,0,0,0,0
2020,Canada,Angola,CAN,AGO,314,1225,0,0,0,0,0
2020,"Central African Rep.",Angola,CAF,AGO,13,0,0,0,0,0,0
2020,Chile,Angola,CHL,AGO,0,5,0,0,0,0,0
2020,Cameroon,Angola,CMR,AGO,5,0,0,0,0,0,0
2020,Congo,Angola,COG,AGO,13,46,0,0,0,0,0
2020,"Dem. Rep. of the Congo",Angola,COD,AGO,414,25,0,0,0,0,0
2020,"Costa Rica",Angola,CRI,AGO,0,52,0,0,0,0,0
2020,Ecuador,Angola,ECU,AGO,5,18,0,0,0,0,0
2020,Finland,Angola,FIN,AGO,91,5,0,0,0,0,0
2020,France,Angola,FRA,AGO,3774,1961,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Angola,GBR,AGO,154,147,0,0,0,0,0
2020,Germany,Angola,DEU,AGO,822,511,0,0,0,0,0
2020,Greece,Angola,GRC,AGO,13,57,0,0,0,0,0
2020,Hungary,Angola,HUN,AGO,5,0,0,0,0,0,0
2020,Indonesia,Angola,IDN,AGO,7,0,0,0,0,0,0
2020,Ireland,Angola,IRL,AGO,53,26,0,0,0,0,0
2020,Italy,Angola,ITA,AGO,0,15,0,0,0,0,0
2020,"Rep. of Korea",Angola,KOR,AGO,5,42,0,0,0,0,0
2020,Luxembourg,Angola,LUX,AGO,9,5,0,0,0,0,0
2020,Mexico,Angola,MEX,AGO,9,219,0,0,0,0,0
2020,Morocco,Angola,MAR,AGO,0,5,0,0,0,0,0
2020,Mozambique,Angola,MOZ,AGO,5,0,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Angola,NLD,AGO,24,23,0,0,0,0,0
2020,Norway,Angola,NOR,AGO,11,6,0,0,0,0,0
2020,Peru,Angola,PER,AGO,0,10,0,0,0,0,0
2020,Portugal,Angola,PRT,AGO,0,224,0,0,0,0,0
2020,Romania,Angola,ROU,AGO,5,0,0,0,0,0,0
2020,"South Africa",Angola,ZAF,AGO,24,12,0,0,0,0,0
2020,Rwanda,Angola,RWA,AGO,9,0,0,0,0,0,0
2020,Spain,Angola,ESP,AGO,26,60,0,0,0,0,0
2020,Slovakia,Angola,SVK,AGO,24,0,0,0,0,0,0
2020,Eswatini,Angola,SWZ,AGO,13,0,0,0,0,0,0
2020,Sweden,Angola,SWE,AGO,23,35,0,0,0,0,0
2020,Switzerland,Angola,CHE,AGO,721,67,0,0,0,0,0
2020,Ukraine,Angola,UKR,AGO,24,0,0,0,0,0,0
2020,Uruguay,Angola,URY,AGO,14,0,0,0,0,0,0
2020,"United States of America",Angola,USA,AGO,264,2095,0,0,0,0,0
2020,Zambia,Angola,ZMB,AGO,0,0,0,0,0,0,19030
2020,Canada,"Antigua and Barbuda",CAN,ATG,96,22,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","Antigua and Barbuda",GBR,ATG,5,16,0,0,0,0,0
2020,"United States of America","Antigua and Barbuda",USA,ATG,7,13,0,0,0,0,0
2020,Albania,Egypt,ALB,EGY,5,0,0,0,0,0,0
2020,Argentina,Egypt,ARG,EGY,5,21,0,0,0,0,0
2020,Armenia,Egypt,ARM,EGY,5,0,0,0,0,0,0
2020,Australia,Egypt,AUS,EGY,1494,338,0,0,0,0,0
2020,Austria,Egypt,AUT,EGY,231,141,0,0,0,0,0
2020,Bahrain,Egypt,BHR,EGY,0,5,0,0,0,0,0
2020,Belgium,Egypt,BEL,EGY,98,95,0,0,0,0,0
2020,Brazil,Egypt,BRA,EGY,57,483,0,0,0,0,0
2020,"Bosnia and Herzegovina",Egypt,BIH,EGY,0,0,0,0,0,0,28
2020,Bulgaria,Egypt,BGR,EGY,14,12,0,0,0,0,0
2020,Canada,Egypt,CAN,EGY,2940,756,0,0,0,0,0
2020,Congo,Egypt,COG,EGY,0,0,0,0,0,0,5
2020,Cyprus,Egypt,CYP,EGY,119,842,0,0,0,0,0
2020,Czechia,Egypt,CZE,EGY,8,6,0,0,0,0,0
2020,Denmark,Egypt,DNK,EGY,16,10,0,0,0,0,0
2020,Ecuador,Egypt,ECU,EGY,0,8,0,0,0,0,0
2020,Estonia,Egypt,EST,EGY,5,0,0,0,0,0,0
2020,Ethiopia,Egypt,ETH,EGY,5,0,0,0,0,0,0
2020,Finland,Egypt,FIN,EGY,26,28,0,0,0,0,0
2020,France,Egypt,FRA,EGY,1121,556,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Egypt,GBR,EGY,938,662,0,0,0,0,0
2020,Georgia,Egypt,GEO,EGY,64,122,0,0,0,0,0
2020,Germany,Egypt,DEU,EGY,2298,1481,0,0,0,0,0
2020,Ghana,Egypt,GHA,EGY,0,16,0,0,0,0,0
2020,Greece,Egypt,GRC,EGY,388,1535,0,0,0,0,0
2020,"China, Hong Kong SAR",Egypt,HKG,EGY,15,0,0,0,0,0,0
2020,Croatia,Egypt,HRV,EGY,8,0,0,0,0,0,0
2020,Hungary,Egypt,HUN,EGY,11,0,0,0,0,0,0
2020,Iceland,Egypt,ISL,EGY,10,0,0,0,0,0,0
2020,India,Egypt,IND,EGY,0,8,0,0,0,0,0
2020,Indonesia,Egypt,IDN,EGY,18,20,0,0,0,0,0
2020,Ireland,Egypt,IRL,EGY,43,68,0,0,0,0,0
2020,Iraq,Egypt,IRQ,EGY,0,23,0,0,0,0,0
2020,Italy,Egypt,ITA,EGY,786,521,0,0,0,0,0
2020,Jordan,Egypt,JOR,EGY,114,544,0,0,0,0,20
2020,Kenya,Egypt,KEN,EGY,0,21,0,0,0,0,0
2020,"Rep. of Korea",Egypt,KOR,EGY,44,1018,0,0,0,0,0
2020,Kuwait,Egypt,KWT,EGY,5,19,0,0,0,0,0
2020,Lebanon,Egypt,LBN,EGY,88,300,0,0,0,0,25
2020,Latvia,Egypt,LVA,EGY,5,0,0,0,0,0,0
2020,Mexico,Egypt,MEX,EGY,5,0,0,0,0,0,0
2020,Malaysia,Egypt,MYS,EGY,14,84,0,0,0,0,0
2020,Morocco,Egypt,MAR,EGY,5,10,0,0,0,0,0
2020,Malta,Egypt,MLT,EGY,75,91,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Egypt,NLD,EGY,233,197,0,0,0,0,0
2020,Nigeria,Egypt,NGA,EGY,0,5,0,0,0,0,0
2020,Norway,Egypt,NOR,EGY,56,0,0,0,0,0,0
2020,"New Zealand",Egypt,NZL,EGY,33,0,0,0,0,0,0
2020,Philippines,Egypt,PHL,EGY,0,5,0,0,0,0,0
2020,Poland,Egypt,POL,EGY,40,5,0,0,0,0,0
2020,Portugal,Egypt,PRT,EGY,0,18,0,0,0,0,0
2020,Qatar,Egypt,QAT,EGY,13,21,0,0,0,0,0
2020,Romania,Egypt,ROU,EGY,17,10,0,0,0,0,0
2020,"South Africa",Egypt,ZAF,EGY,7,240,0,0,0,0,0
2020,"Russian Federation",Egypt,RUS,EGY,5,0,0,0,0,0,0
2020,"Saudi Arabia",Egypt,SAU,EGY,0,16,0,0,0,0,0
2020,Spain,Egypt,ESP,EGY,71,100,0,0,0,0,0
2020,Sudan,Egypt,SDN,EGY,17,11,0,0,0,0,0
2020,Slovakia,Egypt,SVK,EGY,5,5,0,0,0,0,0
2020,Sweden,Egypt,SWE,EGY,409,295,0,0,0,0,0
2020,Switzerland,Egypt,CHE,EGY,120,17,0,0,0,0,0
2020,"Syrian Arab Rep.",Egypt,SYR,EGY,32,10,0,0,0,0,0
2020,Thailand,Egypt,THA,EGY,20,0,0,0,0,0,0
2020,Tunisia,Egypt,TUN,EGY,0,10,0,0,0,0,0
2020,"United Arab Emirates",Egypt,ARE,EGY,5,8,0,0,0,0,10
2020,Uganda,Egypt,UGA,EGY,7,5,0,0,0,0,0
2020,Ukraine,Egypt,UKR,EGY,5,15,0,0,0,0,0
2020,Uruguay,Egypt,URY,EGY,0,5,0,0,0,0,0
2020,"United States of America",Egypt,USA,EGY,14359,5461,0,0,0,0,0
2020,Yemen,Egypt,YEM,EGY,16,10,0,0,0,0,0
2020,Australia,Argentina,AUS,ARG,0,29,0,0,0,0,0
2020,"Bolivia (Plurinational State of)",Argentina,BOL,ARG,13,0,0,0,0,0,0
2020,Brazil,Argentina,BRA,ARG,6,149,0,0,0,0,0
2020,Canada,Argentina,CAN,ARG,0,50,0,0,0,0,0
2020,"Costa Rica",Argentina,CRI,ARG,0,8,0,0,0,0,0
2020,Ecuador,Argentina,ECU,ARG,0,6,0,0,0,0,0
2020,France,Argentina,FRA,ARG,5,0,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Argentina,GBR,ARG,0,21,0,0,0,0,0
2020,Germany,Argentina,DEU,ARG,15,27,0,0,0,0,0
2020,Israel,Argentina,ISR,ARG,0,7,0,0,0,0,0
2020,Italy,Argentina,ITA,ARG,0,25,0,0,0,0,0
2020,"Rep. of Korea",Argentina,KOR,ARG,0,9,0,0,0,0,0
2020,Mexico,Argentina,MEX,ARG,5,68,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Argentina,NLD,ARG,6,5,0,0,0,0,0
2020,Paraguay,Argentina,PRY,ARG,0,6,0,0,0,0,0
2020,Peru,Argentina,PER,ARG,0,14,0,0,0,0,0
2020,Spain,Argentina,ESP,ARG,17,445,0,0,0,0,0
2020,Sudan,Argentina,SDN,ARG,0,0,0,0,0,0,5
2020,Uruguay,Argentina,URY,ARG,0,7,0,0,0,0,0
2020,"United States of America",Argentina,USA,ARG,32,313,0,0,0,0,0
2020,Argentina,Armenia,ARG,ARM,77,183,0,0,0,0,0
2020,Austria,Armenia,AUT,ARM,377,238,0,0,0,0,0
2020,Belgium,Armenia,BEL,ARM,144,230,0,0,0,0,0
2020,Belarus,Armenia,BLR,ARM,5,5,0,0,0,0,0
2020,Brazil,Armenia,BRA,ARM,5,7,0,0,0,0,0
2020,Bulgaria,Armenia,BGR,ARM,13,14,0,0,0,0,0
2020,Canada,Armenia,CAN,ARM,35,0,0,0,0,0,0
2020,Cyprus,Armenia,CYP,ARM,26,18,0,0,0,0,0
2020,Czechia,Armenia,CZE,ARM,28,22,0,0,0,0,0
2020,Denmark,Armenia,DNK,ARM,80,12,0,0,0,0,0
2020,France,Armenia,FRA,ARM,4297,978,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Armenia,GBR,ARM,62,13,0,0,0,0,0
2020,Germany,Armenia,DEU,ARM,2681,2902,0,0,0,0,0
2020,Greece,Armenia,GRC,ARM,13,50,0,0,0,0,0
2020,Hungary,Armenia,HUN,ARM,43,0,0,0,0,0,0
2020,Ireland,Armenia,IRL,ARM,14,5,0,0,0,0,0
2020,Israel,Armenia,ISR,ARM,0,53,0,0,0,0,0
2020,Italy,Armenia,ITA,ARM,208,98,0,0,0,0,0
2020,Lebanon,Armenia,LBN,ARM,0,6,0,0,0,0,0
2020,Luxembourg,Armenia,LUX,ARM,5,0,0,0,0,0,0
2020,"Rep. of Moldova",Armenia,MDA,ARM,15,7,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Armenia,NLD,ARM,207,21,0,0,0,0,0
2020,Norway,Armenia,NOR,ARM,5,0,0,0,0,0,0
2020,Panama,Armenia,PAN,ARM,0,5,0,0,0,0,0
2020,Poland,Armenia,POL,ARM,5,28,0,0,0,0,0
2020,Portugal,Armenia,PRT,ARM,5,0,0,0,0,0,0
2020,"Russian Federation",Armenia,RUS,ARM,6,6,0,0,0,0,0
2020,Spain,Armenia,ESP,ARM,37,305,0,0,0,0,0
2020,Slovakia,Armenia,SVK,ARM,34,0,0,0,0,0,0
2020,Sweden,Armenia,SWE,ARM,340,133,0,0,0,0,0
2020,Switzerland,Armenia,CHE,ARM,161,33,0,0,0,0,0
2020,Ukraine,Armenia,UKR,ARM,46,10,0,0,0,0,0
2020,"United States of America",Armenia,USA,ARM,1360,3468,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Australia,GBR,AUS,5,0,0,0,0,0,0
2020,Germany,Australia,DEU,AUS,5,0,0,0,0,0,0
2020,Malaysia,Australia,MYS,AUS,5,0,0,0,0,0,0
2020,"United States of America",Australia,USA,AUS,5,12,0,0,0,0,0
2020,Germany,Austria,DEU,AUT,5,0,0,0,0,0,0
2020,"United States of America",Austria,USA,AUT,13,0,0,0,0,0,0
2020,Armenia,Azerbaijan,ARM,AZE,91766,5,0,0,0,0,0
2020,Australia,Azerbaijan,AUS,AZE,9,12,0,0,0,0,0
2020,Austria,Azerbaijan,AUT,AZE,170,165,0,0,0,0,0
2020,Azerbaijan,Azerbaijan,AZE,AZE,0,0,653921,0,0,0,0
2020,Belgium,Azerbaijan,BEL,AZE,85,55,0,0,0,0,0
2020,Belarus,Azerbaijan,BLR,AZE,5,0,0,0,0,0,0
2020,"Bosnia and Herzegovina",Azerbaijan,BIH,AZE,5,0,0,0,0,0,0
2020,Canada,Azerbaijan,CAN,AZE,622,117,0,0,0,0,0
2020,Czechia,Azerbaijan,CZE,AZE,21,23,0,0,0,0,0
2020,Denmark,Azerbaijan,DNK,AZE,32,0,0,0,0,0,0
2020,Estonia,Azerbaijan,EST,AZE,5,0,0,0,0,0,0
2020,Finland,Azerbaijan,FIN,AZE,60,15,0,0,0,0,0
2020,France,Azerbaijan,FRA,AZE,2956,520,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Azerbaijan,GBR,AZE,140,48,0,0,0,0,0
2020,Georgia,Azerbaijan,GEO,AZE,5,5,0,0,0,0,0
2020,Germany,Azerbaijan,DEU,AZE,3850,3585,0,0,0,0,0
2020,Greece,Azerbaijan,GRC,AZE,5,0,0,0,0,0,0
2020,Croatia,Azerbaijan,HRV,AZE,5,0,0,0,0,0,0
2020,Hungary,Azerbaijan,HUN,AZE,13,0,0,0,0,0,0
2020,Iceland,Azerbaijan,ISL,AZE,5,5,0,0,0,0,0
2020,Ireland,Azerbaijan,IRL,AZE,5,0,0,0,0,0,0
2020,Israel,Azerbaijan,ISR,AZE,0,57,0,0,0,0,0
2020,Italy,Azerbaijan,ITA,AZE,0,46,0,0,0,0,0
2020,"Rep. of Korea",Azerbaijan,KOR,AZE,0,10,0,0,0,0,0
